================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.1.16:45914         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    93.432294000         0.0152
192.168.1.16:45916         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    93.440308000         0.0194
192.168.1.16:42074         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    97.047364000         0.0248
192.168.1.16:42076         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    97.060597000         0.0262
192.168.1.16:47366         <-> 8.138.7.148:30160                2 152 bytes       4 296 bytes       6 448 bytes    97.369278000         0.0168
192.168.1.16:39240         <-> 8.138.22.35:30160                2 152 bytes       4 296 bytes       6 448 bytes    97.378327000         0.0212
192.168.1.16:42436         <-> 139.159.200.209:30160            2 152 bytes       4 296 bytes       6 448 bytes    97.389391000         0.0185
192.168.1.16:37016         <-> 8.134.164.181:30160              2 152 bytes       4 296 bytes       6 448 bytes    97.400425000         0.0179
192.168.1.16:41050         <-> 113.45.63.107:30160              2 152 bytes       4 296 bytes       6 448 bytes    97.409661000         0.0223
192.168.1.16:45028         <-> 43.139.121.178:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.421467000         0.0236
192.168.1.16:37502         <-> 121.37.250.241:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.433384000         0.0275
192.168.1.16:38004         <-> 8.138.212.247:30160              2 152 bytes       4 296 bytes       6 448 bytes    97.446427000         0.0151
192.168.1.16:40654         <-> 193.112.105.63:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.454541000         0.0225
192.168.1.16:38256         <-> 113.46.212.53:30160              2 152 bytes       4 296 bytes       6 448 bytes    97.466225000         0.0177
192.168.1.16:40228         <-> 42.193.185.105:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.475356000         0.0251
192.168.1.16:48270         <-> 124.71.114.94:30160              2 152 bytes       4 296 bytes       6 448 bytes    97.488623000         0.0217
192.168.1.16:39374         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    97.534534000         0.0150
192.168.1.16:39634         <-> 175.178.178.53:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.542198000         0.0219
192.168.1.16:39668         <-> 8.134.49.4:30160                 2 152 bytes       4 296 bytes       6 448 bytes    97.584087000         0.0175
192.168.1.16:38002         <-> 113.46.199.175:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.593780000         0.0176
192.168.1.16:48616         <-> 106.53.86.64:30160               2 152 bytes       4 296 bytes       6 448 bytes    97.603078000         0.0231
192.168.1.16:45796         <-> 42.194.159.192:30160             2 152 bytes       4 296 bytes       6 448 bytes    97.614915000         0.0236
192.168.1.16:47688         <-> 8.134.23.169:30138               2 152 bytes       4 296 bytes       6 448 bytes    97.706669000         0.0233
192.168.1.16:48422         <-> 123.207.85.65:30138              2 152 bytes       4 296 bytes       6 448 bytes    97.718843000         0.0232
192.168.1.16:38984         <-> 8.134.83.115:30138               2 152 bytes       4 296 bytes       6 448 bytes    97.731098000         0.0153
192.168.1.16:48402         <-> 1.14.201.64:30138                2 152 bytes       4 296 bytes       6 448 bytes    97.739046000         0.0228
192.168.1.16:41928         <-> 8.163.38.119:30138               2 152 bytes       4 296 bytes       6 448 bytes    97.751105000         0.0180
192.168.1.16:45394         <-> 193.112.75.147:30138             2 152 bytes       4 296 bytes       6 448 bytes    97.760839000         0.0251
192.168.1.16:42650         <-> 139.199.173.247:30138            2 152 bytes       4 296 bytes       6 448 bytes    97.773564000         0.0243
192.168.1.16:39964         <-> 8.148.216.6:30138                2 152 bytes       4 296 bytes       6 448 bytes    97.786521000         0.0160
192.168.1.16:48516         <-> 110.41.15.231:30138              2 152 bytes       4 296 bytes       6 448 bytes    97.823603000         0.0223
192.168.1.16:47424         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    97.835715000         0.0171
192.168.1.16:41714         <-> 8.134.187.61:30138               2 152 bytes       4 296 bytes       6 448 bytes    97.844915000         0.0196
192.168.1.16:49136         <-> 139.9.100.127:30138              2 152 bytes       4 296 bytes       6 448 bytes    97.885392000         0.0200
192.168.1.16:43530         <-> 42.194.186.144:30138             2 152 bytes       4 296 bytes       6 448 bytes    97.897031000         0.0250
192.168.1.16:37436         <-> 116.205.179.132:30138            2 152 bytes       4 296 bytes       6 448 bytes    97.908929000         0.0250
192.168.1.16:49916         <-> 8.134.19.235:30138               2 152 bytes       4 296 bytes       6 448 bytes    97.922510000         0.0200
192.168.1.16:43872         <-> 113.46.140.0:30138               2 152 bytes       4 296 bytes       6 448 bytes    97.933079000         0.0249
192.168.1.16:49856         <-> 193.112.206.162:30138            2 152 bytes       4 296 bytes       6 448 bytes    97.944906000         0.0246
192.168.1.16:40836         <-> 113.45.245.253:30138             2 152 bytes       4 296 bytes       6 448 bytes    97.958216000         0.0232
192.168.1.16:39032         <-> 139.9.177.204:30138              2 152 bytes       4 296 bytes       6 448 bytes    97.970300000         0.0246
192.168.1.16:49488         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    98.111494000         0.0281
192.168.1.16:49492         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    98.125819000         0.0270
192.168.1.16:39878         <-> 114.132.204.167:30139            2 152 bytes       4 296 bytes       6 448 bytes    98.140589000         0.0250
192.168.1.16:41664         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    99.490660000         0.0203
192.168.1.16:41670         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    99.501085000         0.0275
192.168.1.16:48680         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes   100.652634000         0.0283
192.168.1.16:48682         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes   100.668078000         0.0200
192.168.1.16:39572         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes   101.288963000         0.0179
192.168.1.16:39574         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes   101.297689000         0.0204
192.168.1.16:40006         <-> 114.132.204.167:30139            2 152 bytes       4 296 bytes       6 448 bytes   101.846360000         0.0214
192.168.1.16:40320         <-> 119.29.181.250:30139             2 152 bytes       4 296 bytes       6 448 bytes   101.857844000         0.0304
192.168.1.16:43200         <-> 43.139.250.199:30139             2 152 bytes       4 296 bytes       6 448 bytes   101.873197000         0.0300
192.168.1.16:46242         <-> 134.175.108.231:30139            2 152 bytes       4 296 bytes       6 448 bytes   101.889623000         0.0270
192.168.1.16:39316         <-> 8.138.216.65:30139               2 152 bytes       4 296 bytes       6 448 bytes   101.938565000         0.0195
192.168.1.16:45428         <-> 43.136.65.52:30139               2 152 bytes       4 296 bytes       6 448 bytes   101.947850000         0.0289
192.168.1.16:47634         <-> 8.138.92.167:30139               2 152 bytes       4 296 bytes       6 448 bytes   101.963659000         0.0223
192.168.1.16:45648         <-> 8.138.215.39:30139               2 152 bytes       4 296 bytes       6 448 bytes   101.975554000         0.0195
192.168.1.16:43418         <-> 8.134.207.154:30139              2 152 bytes       4 296 bytes       6 448 bytes   101.985552000         0.0200
192.168.1.16:40954         <-> 8.134.140.0:30139                2 152 bytes       4 296 bytes       6 448 bytes   102.024475000         0.0194
192.168.1.16:47598         <-> 43.139.90.135:30139              2 152 bytes       4 296 bytes       6 448 bytes   102.034892000         0.0371
192.168.1.16:49648         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes   102.048415000         0.0351
192.168.1.16:40798         <-> 8.138.210.90:30139               2 152 bytes       4 296 bytes       6 448 bytes   102.072721000         0.0209
192.168.1.16:39390         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes   102.741185000         0.0296
2409:8a55:d0b2:e540:de23:c792:b390:8748:37900 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes   102.745116000         0.0241
192.168.1.16:44090         <-> 113.46.140.0:30138               2 152 bytes       4 296 bytes       6 448 bytes   102.911246000         0.0308
192.168.1.16:42184         <-> 8.163.38.119:30138               2 152 bytes       4 296 bytes       6 448 bytes   102.911650000         0.0170
192.168.1.16:42904         <-> 139.199.173.247:30138            2 152 bytes       4 296 bytes       6 448 bytes   102.911853000         0.0326
192.168.1.16:37146         <-> 8.134.19.235:30138               2 152 bytes       4 296 bytes       6 448 bytes   102.912041000         0.0150
192.168.1.16:48666         <-> 1.14.201.64:30138                2 152 bytes       4 296 bytes       6 448 bytes   102.912261000         0.0297
192.168.1.16:48692         <-> 123.207.85.65:30138              2 152 bytes       4 296 bytes       6 448 bytes   102.912463000         0.0297
192.168.1.16:49380         <-> 139.9.100.127:30138              2 152 bytes       4 296 bytes       6 448 bytes   102.912908000         0.0275
192.168.1.16:39262         <-> 139.9.177.204:30138              2 152 bytes       4 296 bytes       6 448 bytes   102.913117000         0.0292
192.168.1.16:43776         <-> 42.194.186.144:30138             2 152 bytes       4 296 bytes       6 448 bytes   102.913330000         0.0291
192.168.1.16:41970         <-> 8.134.187.61:30138               2 152 bytes       4 296 bytes       6 448 bytes   102.913526000         0.0205
192.168.1.16:47972         <-> 8.134.23.169:30138               2 152 bytes       4 296 bytes       6 448 bytes   102.913757000         0.0160
192.168.1.16:48782         <-> 110.41.15.231:30138              2 152 bytes       4 296 bytes       6 448 bytes   102.914050000         0.0254
192.168.1.16:37100         <-> 193.112.206.162:30138            2 152 bytes       4 296 bytes       6 448 bytes   102.914462000         0.0290
192.168.1.16:40240         <-> 8.148.216.6:30138                2 152 bytes       4 296 bytes       6 448 bytes   102.914660000         0.0192
192.168.1.16:37692         <-> 116.205.179.132:30138            2 152 bytes       4 296 bytes       6 448 bytes   102.914914000         0.0276
192.168.1.16:39276         <-> 8.134.83.115:30138               2 152 bytes       4 296 bytes       6 448 bytes   102.915327000         0.0156
192.168.1.16:41088         <-> 113.45.245.253:30138             2 152 bytes       4 296 bytes       6 448 bytes   102.915524000         0.0305
192.168.1.16:47702         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes   102.982737000         0.0232
192.168.1.16:47704         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes   102.995700000         0.0166
192.168.1.16:47276         <-> 129.204.22.74:30145              2 152 bytes       4 296 bytes       6 448 bytes   103.128740000         0.0272
192.168.1.16:44710         <-> 115.175.139.102:30145            2 152 bytes       4 296 bytes       6 448 bytes   103.142315000         0.0275
192.168.1.16:37852         <-> 111.230.39.49:30145              2 152 bytes       4 296 bytes       6 448 bytes   103.156967000         0.0252
192.168.1.16:41080         <-> 8.138.26.104:30145               2 152 bytes       4 296 bytes       6 448 bytes   103.170346000         0.0202
192.168.1.16:48220         <-> 139.159.218.34:30145             2 152 bytes       4 296 bytes       6 448 bytes   103.180454000         0.0189
192.168.1.16:44552         <-> 116.205.233.41:30145             2 152 bytes       4 296 bytes       6 448 bytes   103.190330000         0.0232
192.168.1.16:48396         <-> 134.175.71.253:30145             2 152 bytes       4 296 bytes       6 448 bytes   103.202104000         0.0281
